"severity","condition","published","Architecture","Title","Version","updated","Name","cve","detection_time","cvss2_score","cvss3_score","external_references"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37997 affects Windows Server 2022","10.0.20348","2022-10-13","Windows Server 2022","CVE-2022-37997","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37997"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37997""]"
"Medium","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37996 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37996","2023-09-10T01:29:53+00:00",0,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37996"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37996""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37995 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37995","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37995"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37995""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37994 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37994","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37994"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37994""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37993 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37993","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37993"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37993""]"
"High","KB5019080 patch is not installed","2022-11-09","x64","CVE-2022-37992 affects Windows Server 2022","10.0.20348","2023-03-10","Windows Server 2022","CVE-2022-37992","2023-09-10T01:29:53+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37992"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37992""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37991 affects Windows Server 2022","10.0.20348","2023-01-19","Windows Server 2022","CVE-2022-37991","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37991"",""http://packetstormsecurity.com/files/169807/Windows-Kernel-Long-Registry-Key-Value-Out-Of-Bounds-Read.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37991""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37990 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37990","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37990"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37990""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37989 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37989","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37989"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37989""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37988 affects Windows Server 2022","10.0.20348","2022-12-09","Windows Server 2022","CVE-2022-37988","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37988"",""http://packetstormsecurity.com/files/169731/Windows-Kernel-Registry-Use-After-Free.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37988""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37987 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37987","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37987"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37987""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37986 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37986","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37986"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37986""]"
"Medium","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37985 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37985","2023-09-10T01:29:53+00:00",0,5.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37985"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37985""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37984 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37984","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37984"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37984""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37983 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37983","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37983"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37983""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37982 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37982","2023-09-10T01:29:53+00:00",0,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37982"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37982""]"
"Medium","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37981 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37981","2023-09-10T01:29:53+00:00",0,4.3,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37981"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37981""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37980 affects Windows Server 2022","10.0.20348","2022-10-13","Windows Server 2022","CVE-2022-37980","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37980"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37980""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37979 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37979","2023-09-10T01:29:53+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37979"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37979""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37978 affects Windows Server 2022","10.0.20348","2022-10-13","Windows Server 2022","CVE-2022-37978","2023-09-10T01:29:54+00:00",0,7.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37978"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37978""]"
"Medium","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37977 affects Windows Server 2022","10.0.20348","2022-10-13","Windows Server 2022","CVE-2022-37977","2023-09-10T01:29:54+00:00",0,6.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37977"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37977""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37976 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37976","2023-09-10T01:29:54+00:00",0,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37976"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37976""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37975 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37975","2023-09-10T01:29:54+00:00",0,8.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37975"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37975""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37973 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37973","2023-09-10T01:29:54+00:00",0,7.7,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37973"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37973""]"
"High","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37970 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37970","2023-09-10T01:29:54+00:00",0,7.8,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37970"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37970""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-37969 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37969","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37969"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37969""]"
"High","KB5028171 patch is not installed","2022-11-09","x64","CVE-2022-37967 affects Windows Server 2022","10.0.20348","2023-08-18","Windows Server 2022","CVE-2022-37967","2023-09-10T01:29:54+00:00",0,7.2,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37967"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37967""]"
"High","KB5019080 patch is not installed","2022-11-09","x64","CVE-2022-37966 affects Windows Server 2022","10.0.20348","2023-08-18","Windows Server 2022","CVE-2022-37966","2023-09-10T01:29:54+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37966"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37966""]"
"Medium","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-37965 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-37965","2023-09-10T01:29:54+00:00",0,5.9,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37965"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37965""]"
"Medium","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-37959 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-37959","2023-09-10T01:29:54+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37959"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37959""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-37958 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37958","2023-09-10T01:29:54+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37958"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37958""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-37957 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-37957","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37957"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37957""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-37956 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-37956","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37956"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37956""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-37955 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-37955","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37955"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37955""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-37954 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-37954","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37954"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37954""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35841 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-35841","2023-09-10T01:29:54+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35841"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35841""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35840 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-35840","2023-09-10T01:29:54+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35840"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35840""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35838 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-35838","2023-09-10T01:29:54+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35838"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35838""]"
"Medium","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35837 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-35837","2023-09-10T01:29:54+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35837"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35837""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35836 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-35836","2023-09-10T01:29:54+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35836"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35836""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35835 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-35835","2023-09-10T01:29:54+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35835"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35835""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35834 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-35834","2023-09-10T01:29:54+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35834"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35834""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35833 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-35833","2023-09-10T01:29:54+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35833"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35833""]"
"Medium","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35832 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-35832","2023-09-10T01:29:54+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35832"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35832""]"
"Medium","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35831 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-35831","2023-09-10T01:29:54+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35831"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35831""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35830 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-35830","2023-09-10T01:29:54+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35830"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35830""]"
"High","KB5016627 patch is not installed","2022-08-15","x64","CVE-2022-35822 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35822","2023-09-10T01:29:54+00:00",0,7.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35822"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35822""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35820 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35820","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35820"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35820""]"
"High","KB5017316 patch is not installed","2022-09-13","x64","CVE-2022-35803 affects Windows Server 2022","10.0.20348","2023-04-11","Windows Server 2022","CVE-2022-35803","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35803"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35803""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35795 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35795","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35795"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35795""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35794 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35794","2023-09-10T01:29:54+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35794"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35794""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35793 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35793","2023-09-10T01:29:54+00:00",0,7.3,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35793"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35793""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35792 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35792","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35792"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35792""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35771 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35771","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35771"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35771""]"
"Medium","KB5018421 patch is not installed","2022-10-11","x64","CVE-2022-35770 affects Windows Server 2022","10.0.20348","2022-10-12","Windows Server 2022","CVE-2022-35770","2023-09-10T01:29:54+00:00",0,6.5,"[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-35770"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35770""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35769 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35769","2023-09-10T01:29:54+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35769"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35769""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35768 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35768","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35768"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35768""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35767 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35767","2023-09-10T01:29:54+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35767"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35767""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35766 affects Windows Server 2022","10.0.20348","2023-08-08","Windows Server 2022","CVE-2022-35766","2023-09-10T01:29:54+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35766"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35766""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35765 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35765","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35765"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35765""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35764 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35764","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35764"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35764""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35763 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35763","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35763"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35763""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35762 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35762","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35762"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35762""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35761 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35761","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35761"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35761""]"
"High","KB5016627 patch is not installed","2022-08-09","x64","CVE-2022-35760 affects Windows Server 2022","10.0.20348","2023-05-31","Windows Server 2022","CVE-2022-35760","2023-09-10T01:29:54+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35760"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35760""]"
"Medium","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35759 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35759","2023-09-10T01:29:54+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35759"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35759""]"
"Medium","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35758 affects Windows Server 2022","10.0.20348","2023-06-08","Windows Server 2022","CVE-2022-35758","2023-09-10T01:29:54+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35758"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35758""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35757 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35757","2023-09-10T01:29:55+00:00",0,7.3,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35757"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35757""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35756 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35756","2023-09-10T01:29:55+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35756"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35756""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35755 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35755","2023-09-10T01:29:55+00:00",0,7.3,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35755"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35755""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35753 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35753","2023-09-10T01:29:55+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35753"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35753""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35752 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35752","2023-09-10T01:29:55+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35752"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35752""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35751 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35751","2023-09-10T01:29:55+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35751"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35751""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35750 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35750","2023-09-10T01:29:55+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35750"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35750""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35749 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35749","2023-09-10T01:29:55+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35749"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35749""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35748 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35748","2023-09-10T01:29:55+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35748"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35748""]"
"Medium","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35747 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35747","2023-09-10T01:29:55+00:00",0,5.9,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35747"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35747""]"
"High","KB5016627 patch is not installed","2023-05-31","x64","CVE-2022-35746 affects Windows Server 2022","10.0.20348","2023-06-07","Windows Server 2022","CVE-2022-35746","2023-09-10T01:29:55+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35746"",""https://nvd.nist.gov/vuln/detail/CVE-2022-35746""]"
